,Moran_BIGC670101.lag3,formula_H,formula_C,ABHPRK__59,Moran_BHAR880101.lag1,NMBroto_BHAR880101.lag1,Z5__73,ABHPRK__60,CTDD_polarizability.2.residue50,Z5__4,Z5__65,Z5__5,ABHPRK__57,DDE_HS,ABHPRK__76,ABHPRK__77,Z5__56,ABHPRK__78,NMBroto_CHAM810101.lag2,Ez__26,Ez__25,Ez__24,Ez__23,Ez__22,Ez__21,DDE_VN,Z5__1,Boman_Index,Moran_CHOC760101.lag3,Ez__29,Ez__30,Flexibility,Ez__27,MSW__19,MSW__20,GTPC_uncharger.aromatic.postivecharger,APAAC_Pc1.L,Polarity,Z3__1,Z3__4,Z3__5,CTDC_solventaccess.G1,CTDC_polarity.G3,CTDC_polarity.G1,DDE_KG,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_PRAM900101.G3,Geary_CHOC760101.lag3,Geary_BIGC670101.lag3,DDE_QN,Moran_CHAM820101.lag3,Calculate_mw,Ez__19,Ez__17,CTDD_hydrophobicity_ENGD860101.1.residue50,Cougar__12,Cougar__26,Ez__10,Ez__11,Cougar__27,Ez__9,Ez__15,Cougar__28,Cougar__24,Ez__12,Z5__31,Ez__8,Ez__7,Cougar__23,Cougar__15,Ez__14,Cougar__14,Ez__6,Ez__2,Cougar__8,Cougar__21,Cougar__22,Cougar__1,CTDD_charge.1.residue25,Geary_CHAM820101.lag3,DDE_KP,DDE_IQ,Z3__21,DDE_PP,DDE_II,Geary_BHAR880101.lag1,DDE_CC,CTDD_hydrophobicity_FASG890101.1.residue50,y,MotifBitVec_FKK,MotifBitVec_LKL,MotifBitVec_KKLL,MotifBitVec_KWK,MotifBitVec_VLK,MotifBitVec_CYCR,MotifBitVec_CRR,MotifBitVec_RFC,MotifBitVec_RRR,MotifBitVec_LKKL,MotifBitVec_ALW,MotifBitVec_GCS,MotifBitVec_AAAK,MotifBitVec_KLLS,MotifBitVec_LGKL,MotifBitVec_LLKKV,MotifBitVec_AKAAL,MotifBitVec_KVLKA,MotifBitVec_HIF,MotifBitVec_KKG,MotifBitVec_QN
peptide_nm_197,-0.616134945,0.056519975,-0.070869293,-0.868572297,-0.13423356,0.525566393,0.049868535,-1.342727781,-0.285032454,-0.122524349,-0.033689239,-1.151094727,-0.784526944,-0.219417631,0.876486241,1.094904856,-0.073698907,1.392575885,0.247590838,-0.602960931,-0.223841201,-0.320906158,-0.550376107,-0.568294176,-0.761655384,-0.175712068,-1.192715156,1.056885781,-0.505228095,-0.490495432,-0.697058178,0.479434893,-0.39538703,-0.201580893,-0.169965773,-0.267115022,-1.242107082,-1.118389192,-1.281755707,-0.088878392,-1.202470202,-1.750052237,0.424445397,-0.846032911,-0.345197968,1.129693916,-0.093205716,-0.846032911,-1.088601687,0.372366244,0.433981709,-0.129512856,-0.297667057,0.140002079,-0.33392645,-0.622362716,0.31573641,1.578286989,0.1000702,1.495796344,1.487653561,-0.523612239,1.236007669,1.586975839,-0.085494264,-0.665753424,1.086167708,-0.90946616,1.148245932,1.479741808,-1.137741238,1.144277369,1.055714886,1.246266623,1.676642946,1.870686329,-0.993700803,-0.905695072,-1.188884797,1.69610223,-0.544262191,0.166694683,4.079937588,-0.133480387,-0.739247983,-0.145337722,2.279037021,-0.327911553,-0.11429995,1.238770404,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_198,-0.118398088,3.289576725,3.182081496,-0.123489857,0.125527244,-0.159970634,0.351003075,-0.344650574,-0.117010415,0.351968314,0.102275414,-0.544207106,0.150393042,-0.432523121,-0.879300866,-1.120067787,0.919184992,0.074421053,1.091790283,0.787466564,0.633022306,0.726316456,1.10770217,0.675187572,0.647279512,-0.329499002,-0.413087931,-0.759385987,-0.949346405,0.789146174,0.477617967,-0.97785115,0.876111332,0.184926995,-0.622880547,-0.267115022,2.134135211,-0.921001446,-0.511600215,0.31873927,-0.57694344,0.593153064,-0.803002076,-0.24372552,-0.41950399,-0.695363887,-0.602524268,-0.24372552,-0.095059048,1.004049832,0.162111603,-0.242823927,-0.425217976,3.173397149,0.246834417,0.206109343,0.995247016,-0.026297126,0.694674982,-0.330201605,-0.021863203,0.188295422,-0.632836646,0.073967124,0.401059772,0.859732268,-0.998598654,1.044016689,-0.876099306,-0.759996241,0.869827345,-0.196481759,-0.420531915,0.07152493,-0.444182258,-0.108987725,0.623126308,1.127051168,1.414444294,-0.289273298,-1.046117881,0.495372733,-0.330898375,-0.301451212,1.573568961,-0.609869146,2.779880071,0.002606952,-0.290812372,0.958346212,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_199,0.012879422,-0.083439192,-0.274178717,0.561505289,-1.009762363,-0.710023151,0.552292894,0.925629507,0.259358953,-0.672909851,0.750731068,1.335290817,0.075499585,-0.163979441,0.435497851,-0.232257581,-0.146698759,0.214336929,-0.198109752,-0.298487136,0.041965573,0.019341935,-0.525064239,-0.177453769,-0.06041471,-0.135705265,0.866764523,-0.285884291,-0.014474603,-0.531951277,-0.132797237,-0.495286912,-1.108723206,-0.306704382,0.436314378,-0.267115022,1.805768455,0.264973386,0.877467651,-1.015929899,1.267493531,-0.695609852,1.087267032,0.238120393,-0.325867676,1.200341315,-1.129558247,0.238120393,0.388753019,-0.374816882,-0.271505492,-0.10003562,0.198649307,-0.415678213,1.110641064,0.654864457,-0.213179953,-0.686961345,-0.834580051,0.463204914,-0.391705773,-0.913953267,1.086825341,-0.197930623,-0.892986238,0.061154907,1.707238123,0.347922858,1.225026661,1.80343862,-0.736436491,-0.133664595,0.979896068,-0.923945415,0.813298511,-0.665457579,-0.15610092,-0.870847499,-0.494707122,-0.628057228,-0.905598288,-1.007327518,4.948586265,-0.089783725,-0.338436504,-0.024492495,-0.227739168,1.072045377,-0.068381239,-0.542747996,0,-0.307770366,-0.256663501,4.120409904,3.411836016,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,4.774318553,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_200,-1.102220341,-1.133132942,-0.906696926,-1.277165894,0.67812742,2.172579272,-0.216918,-0.562979963,-1.646010972,-1.517046087,-1.754037003,-1.072049213,-1.247618151,-0.131722454,0.692741078,1.632350801,-1.629357591,2.005260142,0.397006651,-0.881216313,-0.916041344,-0.621974971,-0.463613581,-0.46834893,-0.42073964,-0.112427107,-1.276478957,-0.518816577,-0.475841374,-1.060210718,-1.383722984,-1.555182928,-0.60773741,2.827695277,2.299458008,-0.267115022,-0.816072248,-1.381369448,-1.292394575,-1.417043369,-0.977393641,-0.431999256,-0.588198768,1.186754535,-0.314620249,-0.283254061,0.405040693,1.186754535,0.660897307,0.2556652,0.735513768,-0.082884144,-0.359879554,-0.831413522,0.349405307,0.169164457,-0.097479498,-2.074645876,1.280313243,-0.136068559,0.101133779,1.386340302,-0.28099674,0.13838639,1.570415697,0.409064826,-0.69215567,0.890437611,-0.596275928,-0.367626496,0.679504261,-2.300554099,-0.274004117,-1.563644518,-0.407320815,-0.602785512,-0.108570235,1.033208048,0.652119352,-2.758340674,-1.221767373,0.430779676,-0.167226644,-0.064358604,1.747941851,0.045821903,-0.216122521,-0.414043144,-0.041663209,-2.621186131,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_201,0.107261127,0.140495475,-0.093459229,0.453348161,0.03292764,-0.199837731,0.046434219,-0.173106054,0.471066722,-0.397032038,-0.090518004,-0.291551508,0.214775137,-0.210823738,-0.464853445,-0.105256391,0.256528773,-0.904990079,1.394424574,-0.653592241,-0.599697457,-0.157236478,-0.463158204,-0.980425349,-0.719478542,-0.16951031,-0.464526799,-0.352709127,0.351375175,-0.097916935,-0.539295762,-1.158650887,-0.747600399,-0.55011184,-1.088605313,-0.267115022,0.161500407,-1.566528823,-0.193185923,-0.300690659,-0.347225732,0.754248428,0.185093139,-0.303956259,2.48153283,-0.159621113,-0.850540258,-0.303956259,-0.155535557,-0.389614753,-0.145513214,-0.124943366,0.329549296,-0.14079339,-0.175044244,-0.654541259,-0.90738268,0.420689409,0.523128356,-0.242280444,-0.183607332,0.560584045,-0.19824512,0.020330746,0.627303422,0.446943615,-0.046410954,0.15496747,0.27550047,0.031697345,0.055350954,0.379018879,-0.194854898,0.165411393,0.060012154,0.313252507,0.849491407,0.133142688,-0.05115994,0.315892389,-0.747513745,-0.258913467,-0.210267254,-0.126706637,-0.281439054,-0.126604589,-0.244609116,-0.128375309,-0.107181743,-0.75059181,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,4.44337594,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,7.04006392,-0.122704775
peptide_nm_202,-0.043161001,-0.545304442,-0.613027757,0.728657215,1.360431627,0.931774028,0.651484417,-0.095131272,0.017407216,0.285574454,-1.098305594,-0.658025175,0.889725885,-0.153649944,0.141505591,-0.139449019,0.166999181,-0.29868795,0.788591983,0.226417512,0.238275761,0.515725298,0.958397278,0.903321114,0.672459478,6.936947608,0.571737297,-0.672240945,-0.900283811,0.157211703,0.067112768,-0.978597734,0.421259225,0.974415326,0.679726181,-0.267115022,0.866075073,0.238642808,0.53370535,0.109823677,-0.664305744,0.132880594,0.240328276,0.509158719,-0.322265967,-0.106635564,-1.089698535,0.509158719,0.660897307,1.016044043,0.533077284,-0.094543287,-0.51225866,-0.653944895,0.781055171,0.895459382,0.976881865,-1.226565478,-0.081792821,-1.569093342,-0.775332675,-0.138361339,-1.006832119,-1.309530191,-0.053053506,1.067499457,-0.654697828,1.122638244,-0.938571381,-0.134396947,0.575863185,-1.856566631,-0.762680548,-1.527052024,-0.799514261,0.815785317,-0.032649843,0.395545631,0.389114386,-1.78911096,2.504511132,0.620105161,-0.179157835,-0.081641963,0.959024913,-0.001976059,-0.224019226,-1.362102077,-0.059825455,2.277989472,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_203,-1.069837151,-1.273092108,-1.268135902,-1.277165894,0.644459249,1.345078816,-0.138343441,-1.342727781,-0.799179894,-2.18347572,0.74809891,-2.189141453,-0.218526578,-0.107692857,1.46447076,2.314821843,0.616875145,0.913916309,-0.115092764,-0.846480952,-0.811986118,-0.382246505,-0.717662652,-0.85563003,-0.582523249,-0.095086221,-0.150403578,1.442396896,-0.490363977,-0.68767025,-1.040599578,-0.394025235,-0.861385208,1.5478594,1.666955686,-0.267115022,-0.780777149,-0.697957097,-0.459848165,-1.921081522,-2.225528095,-1.222831045,0.571739093,-1.117071237,-0.306241564,0.211277731,-0.850540258,-1.117071237,-0.97196842,-0.136547582,0.498773303,-0.070107282,-0.74748733,-1.112398052,-0.25937986,-0.805519608,-0.90738268,2.143453493,1.368371979,1.302936124,0.758606103,1.424312157,0.409595678,1.373828688,1.76073344,-0.916845299,-0.280926295,-0.792747525,-0.266579653,0.191999228,-0.235789867,1.268919364,0.115995617,1.333228259,0.123382257,0.088291688,-1.230993646,-0.969343417,-0.458116618,2.172924109,-0.273260117,0.286271065,-0.154151654,-0.045418355,-0.691892159,0.098202078,-0.207468788,-0.851395349,-0.021759816,-0.12706037,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_204,-1.492514049,0.070515892,0.177620004,-0.54169742,0.340236555,0.019188596,-0.281119479,-0.029468298,1.98983985,-0.426099795,-0.186418367,0.136473019,0.01535787,4.781300048,-0.146095532,-0.287099004,0.579730352,-0.55853172,0.677391004,-0.06400475,0.068215761,-0.233651136,-0.011793191,0.300600513,0.190501023,-0.187666802,-0.426804475,-0.313112299,-1.010094269,-0.213885451,-0.36904824,-0.899206028,-0.03537608,-1.076724228,-0.750421736,-0.267115022,-0.783349608,0.376111332,-0.029953208,-0.229561693,0.207712496,0.083760607,-0.167931427,-0.72819016,-0.350974198,-0.498267883,0.132088312,-0.72819016,-0.581500529,1.026894631,1.418956037,-0.138321171,-1.449929761,0.170819031,0.44535682,0.522816566,0.028281865,0.490718336,1.183568543,-0.199736891,-0.249502987,1.096929457,-0.452243087,-0.13404235,1.044116702,0.301800294,-0.264991487,0.412402501,-0.10082238,-0.167108331,0.861470398,0.568119263,-0.581828937,0.625819712,-0.347540693,-0.318056734,0.562166121,0.516748401,0.984728927,0.557461393,-0.396978455,1.502996432,-0.223957208,-0.146537716,0.325442591,-0.181448395,-0.253669866,-0.288574938,-0.128021265,0.089820131,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_205,0.815576349,0.294450558,0.561648916,-0.942862042,0.515081894,0.701850457,-0.27608963,-0.451587418,1.360239353,-0.12995595,0.531506183,-0.066198142,-0.861708812,-0.251812056,-0.078988604,-0.031172363,0.630127006,-0.588658534,0.191674655,-1.246559207,-1.20232103,-1.276156981,-1.341653073,-1.169969174,-1.117383239,-0.199089407,-1.181102635,-0.476659652,0.857672906,-1.180499732,-1.156364793,-0.498629094,-1.052201342,-0.407329422,-0.436355275,-0.267115022,-0.328871542,-0.423752643,-0.941200473,-0.202846141,-0.050690035,0.358832534,-0.356211196,-0.954448241,-0.356493317,-0.382160419,-0.683129465,-0.954448241,-1.135254993,-0.890098328,-0.809278911,-0.146737409,0.892954409,0.441753473,-0.774135917,-0.6944852,0.89754441,-0.87296098,0.736832168,-0.489545503,-0.485687575,0.937157096,-0.540453583,-0.425624662,0.934708522,0.400346646,-1.029474504,0.47312185,-0.748376526,-0.814773758,0.459954809,-0.718275569,-0.410043663,-0.674928671,-0.645863161,0.123841688,0.377798251,0.602260071,0.486091138,-1.37288111,0.106142785,-1.031125302,-0.232569827,-0.159013836,0.815559889,-0.215951709,-0.259370161,-0.278475771,-0.141131817,-0.875298098,0,3.24917572,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_206,1.233159957,0.812299475,0.764958341,-0.516336439,0.990941461,0.567417917,0.520172781,-0.897157599,1.463446891,0.333564999,0.372024299,-0.472562228,-0.650081109,-0.302568128,-0.030755498,-0.34901674,1.006265395,-0.177427524,-0.208527683,-0.635218788,-0.925662381,-1.030121476,-0.756910629,-0.693376497,-0.785046307,4.339536578,-1.265394528,-0.106769865,0.906493804,-0.63243449,-0.677322383,-0.346204199,-0.617556572,-0.832243396,-1.475200251,-0.267115022,0.0852747,0.076152925,-1.10948721,0.276857694,-0.444922275,0.062270613,-0.104891326,-1.777727157,-0.374191039,-0.205983468,-1.164435496,-1.777727157,-1.635320122,-1.02065949,-1.260458037,-0.1737251,0.914158438,0.894922871,-0.94219239,-0.856210319,0.264084422,0.845295995,1.145423523,-0.241817066,0.358121864,0.918976955,-0.094626085,-0.308911957,1.138689092,0.138185866,-0.259383804,0.378906489,-0.381702152,-0.079361184,0.344659279,0.520900701,-0.069154092,0.580861785,0.265694838,0.079689201,0.262498099,0.211861866,0.29907862,0.509385198,-0.48074608,-1.195006439,-0.260187234,-0.199020029,0.74840673,-0.326590767,-0.277648849,-0.925470476,-0.183172392,-0.477796805,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_207,0.454648752,-0.069443275,-0.093459229,-0.576719729,1.524622056,1.400222986,0.081169411,0.216767855,-0.322837413,-0.282053429,0.071844683,0.431633579,-0.442242138,-0.24398385,0.371187044,0.397226579,0.943324343,-0.574279827,0.337095598,0.22472145,0.642945654,0.440967136,0.666352202,0.535191229,0.595522936,-0.193440206,-0.660631892,-0.404975696,0.204796633,0.375088558,0.490766192,-0.150571944,0.452346594,0.53729498,0.197996971,-0.267115022,0.551741708,-1.171731267,-0.810621276,-0.296736545,0.273259844,-0.431999256,-1.554813653,-1.184830819,-0.353763763,-1.519583541,-0.990049253,-1.184830819,-1.040004492,-0.18147701,-0.255017686,-0.142575047,0.460822319,0.041152999,0.924323697,0.863716549,-0.965232907,1.330774296,0.462538521,-1.125697997,-0.409310243,0.370145153,-1.175465357,-0.918008286,0.180739222,0.744610764,-1.199383943,0.440025107,-1.260590396,-1.134126396,1.031431478,1.124928641,-0.980042786,1.13088673,-0.783199235,-0.050966017,0.714652486,0.821066723,0.953098639,1.427607092,0.161472375,-0.212450968,-0.228310342,-0.152843605,0.777294266,-0.198887636,-0.256551004,-1.291019265,-0.13464782,1.275885371,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_208,-1.580180901,-0.839218692,-0.906696926,-0.357830302,-0.057918479,-0.400617605,0.530943216,-0.451587418,-0.395010516,-1.820313784,-1.295487205,-1.828515463,0.60474668,-0.120008591,0.341954859,0.250346942,0.640810661,-0.09658724,0.853918342,0.824021741,0.192480041,0.496791,0.504807294,-0.043547796,0.642069135,-0.103973833,1.986765756,1.659846648,0.005965144,1.16875731,0.857569479,1.569193798,0.824907888,0.149501048,0.223667917,-0.267115022,0.759218468,0.13254028,0.879156597,-1.562239118,-1.6334544,-0.07253026,0.993534679,0.139561002,-0.310535837,0.615894652,-0.926636073,0.139561002,0.28979146,0.519565093,2.172455114,-0.076655725,-0.454900714,-0.82436851,-0.558101374,-1.345836838,-1.096710696,-0.121846921,-1.299054442,0.619060743,0.495014723,-0.845463026,-0.206861435,0.994619134,-0.796799862,-0.865998327,0.640773138,-1.407292464,0.263046793,0.58647709,-1.343991859,-0.446125978,0.261051714,-0.531154877,-0.344464112,-0.107584553,0.17814093,-1.215585923,-1.545646764,0.340039898,-0.35948805,1.056477311,-0.160852895,-0.055125679,-1.317193383,0.071356005,-0.21190403,0.115854739,-0.031960773,-0.920645839,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_209,0.300966825,-0.027455525,0.561648916,1.480840881,0.115589555,0.498554294,-0.11243243,0.320734231,0.638204435,2.159371259,-1.356639781,-1.185083818,0.810564995,-0.202000553,0.083480803,-0.969570046,0.498843038,-0.049034132,0.482258171,1.382308702,1.239847309,1.366270896,1.552902783,1.347331209,0.835414173,-0.163143086,1.279587413,-0.522735627,-0.282655085,2.015836171,1.625029098,0.122566682,1.902857532,2.46716193,1.814020265,-0.267115022,-0.406825331,-1.561810388,1.461854222,2.092321602,-1.198161118,0.192341631,-0.486449833,1.151091597,-0.339124948,-0.413394006,1.836843532,1.151091597,0.875748061,0.42379543,-0.129267075,-0.12025196,-0.339586733,0.273359777,0.074503391,-0.124282688,0.663707702,-1.311617055,-0.377958168,-1.131226369,-1.270104653,-0.181429855,-1.670262903,-0.694461718,-0.147440593,0.708232099,-1.754308764,1.46910317,-1.727610921,-1.951787987,0.883377087,-1.441386303,-1.658207808,-1.296345436,-1.41831654,-0.696345572,0.310958176,0.846697241,1.202311321,-1.315187755,-0.972160201,0.533088959,-0.205466381,-0.119752158,1.728449826,-0.107371642,-0.241431639,-0.038334783,-0.099873617,-2.293011689,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_210,-0.216877969,-0.601288108,-0.816337182,-0.608558191,-0.378442181,-0.380746685,0.442000427,-0.718929527,0.017407216,-0.282021032,-0.821625634,-0.893639054,0.177277873,-0.153649944,0.141505591,-0.139449019,0.376535071,-0.29868795,0.32318828,-0.163999797,-0.594222438,-0.723581503,-0.25982309,-0.999272548,-0.376734543,-0.128251014,-0.439103881,-0.650556968,-0.820473976,-0.671145075,-0.586549527,-0.06671662,-0.893522721,-0.42534843,-0.328781786,-0.267115022,0.16669124,-0.055244936,-0.355158221,-0.440966006,-0.970870632,0.132880594,-0.312023087,-0.071637694,-0.322265967,-0.636491055,-1.089698535,-0.071637694,0.077730976,1.278497072,0.689400331,-0.094543287,-0.527762471,-0.793392349,-0.871685702,-0.954957578,-1.006554498,0.247649122,-0.098514105,-0.393358083,-0.575192312,0.298249487,0.085639655,0.328222356,0.225532592,0.168313956,0.117626665,0.567019706,0.075389632,0.114368394,-0.296825975,0.021425305,0.301872808,0.294421057,-0.264131995,-0.438924682,0.73740461,0.375176569,0.179052318,-0.496585559,-0.544262191,0.993157847,-0.179157835,-0.081641963,0.304678915,-0.001976059,-0.224019226,0.330955523,-0.059825455,-0.39428813,0,-0.307770366,3.896151948,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_211,0.119768425,-0.349361608,-0.409718333,-1.277165894,2.022758369,2.172181174,-1.799608319,-0.897157599,0.11822044,-1.490332541,-0.829423296,-1.610506564,-1.247618151,-0.192928682,-0.164736346,-0.445171341,-0.54220938,0.004463115,-0.128483217,-0.875286601,-0.745008523,-0.784595359,-0.652692381,-0.754593301,-0.919713691,-0.156596397,-0.55506079,1.505021314,0.598122737,-0.344415782,-0.423822812,-0.035380149,-0.263104677,-1.206517065,-0.807143354,-0.267115022,-0.796745183,-0.922196749,-1.1602077,-1.31342156,-1.345399735,0.446702732,0.056211155,-0.394302368,-0.335961751,0.128855766,-0.29250428,-0.394302368,-0.699824132,-0.973036425,-0.474076812,-0.115428323,0.497215821,-0.197770422,-1.364455803,-1.327538717,-0.290313589,0.691208472,-0.251170964,1.226700364,1.463820587,0.023715096,0.751469569,1.394501801,-0.248630768,-1.007533697,0.457371402,-2.242680811,0.282695775,0.461419879,-0.89560887,0.396497787,0.873864267,0.26406148,0.481826908,0.423265302,-1.153031024,-0.787995324,-0.678841391,1.47499151,-0.958293136,-0.734490991,-0.200530192,-0.112601663,-2.005544938,-0.087596604,-0.238164603,-1.931845736,-0.092359508,0.496471071,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,4.44337594,4.50438383,3.981729105,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_212,-0.595911586,-0.937190108,-0.658207629,0.561505289,0.257430244,0.09745124,-0.154845102,-0.451587418,0.182374309,1.24504592,-0.287408131,0.255367108,-0.321435736,-0.120008591,1.745099736,1.93946277,0.841203628,1.520218438,0.141832035,-0.491949138,-1.272714866,-1.171605002,-1.138234397,-0.968928844,-1.150869513,-0.103973833,1.177537608,2.341459975,-0.972425835,-0.120174925,-0.41758023,1.986140237,0.104192224,1.78659829,1.004674371,-0.267115022,-1.242107082,0.21987415,0.252904781,0.909474759,-0.191092742,-1.510406241,0.290542036,0.139561002,-0.310535837,0.615894652,0.595280231,0.139561002,-0.452420234,0.243366875,-0.225422668,-0.076655725,-1.119740772,-0.654143907,-2.245696913,-2.102091489,0.796569468,0.236686726,-0.489131375,-0.373670243,0.611846675,-0.114951562,-0.950246174,-0.157855962,-0.098314158,-0.504908818,-0.45951811,-1.461589051,-0.985066948,-0.507778723,-1.27939999,-0.142598472,-0.876730403,-0.613237642,-0.093726627,-0.125477895,-2.899806897,-1.406926487,-1.219369111,1.372116515,1.365070597,0.436965952,-0.160852895,-0.055125679,-1.108811453,0.071356005,-0.21190403,-0.531501677,-0.031960773,1.346741217,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
peptide_nm_213,-1.328502954,3.681462392,3.430570793,-1.277165894,0.009336088,0.474171341,-0.280312706,-0.095131272,-0.424619995,-0.277252603,1.513296895,1.961004466,-1.247618151,-0.347849643,2.968354243,3.450776932,0.395305462,3.421057547,0.420699198,-0.677758073,-0.699834028,-1.026564735,-1.12614035,-0.949662184,-0.92240385,-0.268394642,0.813390566,2.961802738,-1.048042548,-0.346330572,-0.141105825,-1.200628081,-0.200881081,-0.156646842,0.057669848,-0.267115022,2.07714091,-1.328312418,-0.432749277,-0.31471267,1.138446438,-2.763939146,2.039010919,-0.220559851,-0.389979883,3.140427576,-1.687594226,-0.220559851,-1.746532932,1.298491343,1.443009224,-0.197801894,-0.584007094,3.313143121,-1.449923195,-1.4588646,0.570023124,1.097721395,-0.877317618,0.457151673,1.530253115,-0.529319354,0.952500261,0.504698727,-0.494334369,-2.625734493,1.294895365,-2.326453482,1.683718794,1.665804295,-2.863457809,1.089774521,0.893943428,1.142329356,1.268015788,2.062198905,-1.815404564,-2.887843931,-2.826713234,1.649695013,-0.127335924,0.7679166,-0.284825822,-0.234711149,-2.884642465,-0.425296279,-0.293955994,0.216854272,-0.220678465,0.736290855,0,-0.307770366,-0.256663501,-0.242694301,-0.293097322,-0.225054106,-0.222005948,-0.225054106,-0.222005948,-0.251147171,-0.209453975,-0.1632475,-0.150850937,-0.137447036,-0.132702912,-0.132702912,-0.132702912,-0.127795377,-0.127795377,-0.122704775,-0.142044165,-0.122704775
